name,funding_total_usd,status,country_code,funding_rounds,Industry_Group,time_between_first_last_funding,days_in_business
Living Cell Technologies,6278203,operating,Other,2,Biotechnology,7,1814
Living Harvest Foods,1000000,operating,USA,1,Health Care,0,2171
Living Indie,64437,operating,Other,2,Media and Entertainment,106,1154
Living Lens Enterprise,446041,operating,Other,2,Advertising,99,759
Living Map Company,300000,operating,Other,1,Navigation and Mapping,0,1246
Living Proof,53000000,operating,USA,3,Biotechnology,1641,4381
Livingly Media,15700000,operating,USA,2,Media and Entertainment,1735,3650
LivingSocial,934725004,operating,USA,10,Commerce and Shopping,1675,3285
LivingWell Health,3000000,closed,USA,1,Biotechnology,0,4015
Livio Radio,5796518,acquired,USA,4,Media and Entertainment,1127,2920
Livongo Health,10000000,operating,USA,1,Sports,0,476
Livra Panels,1000000,operating,Other,1,Internet Services,0,5873
Lixte Biotechnology Holdings,1787500,operating,USA,1,Biotechnology,0,2163
Lixto Software,3230250,operating,Other,1,Software,0,3257
Liztic LLC,920000,operating,USA,4,Content and Publishing,73,912
LLamasoft,6100000,operating,USA,1,Software,0,5111
Llesiant,4340000,operating,USA,1,Software,0,2485
LM Technologies,494561,operating,Other,1,Software,0,4381
lmbang,21000000,operating,Other,2,Mobile,340,1327
LMN-1,5000000,operating,USA,1,Health Care,0,1786
Load DynamiX,19250000,operating,USA,2,Software,603,2768
Loadcomplete,1046508,operating,Other,2,Gaming,502,2210
Loaded Commerce,1748998,operating,Other,1,Commerce and Shopping,0,1339
Loaded Pocket,14000,operating,USA,1,Software,0,763
LoadSpring Solutions,6000000,operating,USA,1,Software,0,6207
LoadStar Sensors,1000000,operating,USA,1,Manufacturing,0,4381
loanDepot,12199000,operating,USA,1,Financial Services,0,2189
Loandesk,18867,operating,Other,1,Financial Services,0,789
LoanHero,400000,operating,USA,1,Financial Services,0,577
LoanLogics,12436303,operating,USA,2,Financial Services,933,4381
LoanTek,1200000,operating,USA,2,Financial Services,0,2920
LOANZ,2000000,operating,Other,1,Commerce and Shopping,0,1093
Lob,9400000,operating,USA,3,Software,556,946
Lobera Cigars,1000,operating,USA,1,Media and Entertainment,0,1421
Lobster,83699,operating,Other,1,Content and Publishing,0,974
LOC Enterprises,2535300,operating,USA,2,Media and Entertainment,153,1458
LOC&ALL,4555940,operating,Other,3,Software,1005,2046
Locai,350000,operating,Other,3,Software,525,1756
Locaid,39734188,operating,USA,7,Software,3185,3970
Local Corporation,5000000,operating,USA,1,Advertising,0,6207
Local Energy Technologies,40000,operating,USA,1,Software,0,1459
Local Eye Site,160000,operating,USA,2,Sales and Marketing,684,3285
Local Funeral,135000,operating,USA,1,Commerce and Shopping,0,1824
Local Labs,4570000,operating,USA,2,Content and Publishing,559,1345
Local Lift,160000,operating,USA,2,Financial Services,196,728
Local Magnet,25000,operating,USA,1,Sales and Marketing,0,1459
Local Market Launch,3500000,operating,USA,3,Sales and Marketing,812,1457
Local Marketers,4100000,closed,USA,1,Advertising,0,4015
Local Matters,35000000,operating,USA,2,Community and Lifestyle,154,5111
Local Motion,6000000,operating,USA,2,Transportation,300,1824
Local Motors,250000,operating,USA,1,Internet Services,0,3285
Local Offer Network,1500000,acquired,USA,1,Advertising,0,2189
Local Voice Media,3000000,operating,USA,1,Content and Publishing,0,883
Local Yokel Media,2288352,operating,USA,2,Advertising,831,1725
localbacon,875000,operating,USA,1,Professional Services,0,2434
LocalBanya,5000000,operating,Other,1,Internet Services,0,1338
Localbase,1000000,operating,USA,2,Community and Lifestyle,488,2554
LocalBonus,1025000,operating,USA,3,Internet Services,427,1824
"Localcents, Inc. (Villij.com)",210000,acquired,Other,3,Financial Services,273,3650
LocalCustomer,20000,operating,USA,1,Advertising,0,656
LocalEats,5000000,operating,USA,1,Food and Beverage,0,2920
LocalGuiding,40000,operating,Other,1,Internet Services,0,2189
Localist,300000,operating,USA,1,Internet Services,0,2829
Localisto,40000,operating,USA,1,Internet Services,0,1536
Locality,6725000,operating,USA,4,Other,899,1824
Localize Direct,708000,operating,Other,2,Software,430,2164
LocalLux,25200,operating,USA,2,Other,258,1034
LocalMaven.com,1290000,operating,USA,2,Commerce and Shopping,147,1185
LocalMed,560000,operating,USA,1,Software,0,1246
Localmind,650206,acquired,USA,2,Other,184,1844
Localocracy,172500,acquired,USA,3,Internet Services,644,2554
LocalOn,175000,operating,USA,3,Commerce and Shopping,924,2189
LocalRealtors.com,300000,operating,USA,2,Information Technology,365,1449
LocalSense,100000,operating,USA,1,Mobile,0,1584
Localsensor,532219,operating,Other,3,Mobile,581,1673
LocalSort,50000,operating,Other,2,Travel and Tourism,92,1581
localstay.com,2500,operating,Other,1,Travel and Tourism,0,912
LocalView,142000,operating,USA,1,Software,0,1824
LocalVox Media,10255000,acquired,USA,5,Content and Publishing,1374,2130
Localytics,24750000,operating,USA,5,Financial Services,1608,2920
LocaModa,8650000,operating,USA,3,Advertising,1284,3285
Locappy,54261,operating,Other,1,Data and Analytics,0,850
LocAsian,50000,closed,Other,1,Sales and Marketing,0,3285
Locassa,17966,operating,Other,1,Software,0,2403
Locata Corporation,22500000,operating,Other,2,Transportation,1337,6878
Locate Special Diet,75000,operating,USA,1,Mobile,0,1824
Locately,1178000,acquired,USA,5,Software,706,2738
Location,1171464,operating,USA,2,Software,712,2772
Location Labs,25800000,acquired,USA,3,Privacy and Security,1327,5069
Locationary,2500000,acquired,Other,1,Other,0,2311
Locatrix Communications,250000,operating,Other,1,Software,0,4442
LocBox,5100000,operating,USA,2,Advertising,610,1846
LocBox Labs,5041000,operating,USA,1,Sales and Marketing,0,1307
Loccit (ML4D),480193,operating,Other,1,Community and Lifestyle,0,1810
Loci Controls,765000,operating,USA,1,Information Technology,0,1185
Locish,898000,operating,USA,2,Mobile,382,1042
Lockbox,2500000,operating,Other,1,Internet Services,0,2695
Lockdown Networks,8600000,acquired,USA,2,Privacy and Security,370,5476
LockerDome,8093000,operating,USA,5,Community and Lifestyle,525,2738
Locket,3652746,operating,USA,2,Software,243,1034
Lockheed Martin,27400000,operating,USA,2,Design,504,7609
Lockitron,2200000,operating,USA,3,Software,1156,2434
"LOCKON CO.,LTD.",2100000,operating,Other,1,Software,0,5320
"LockPath, Inc.",8000000,operating,USA,3,Government and Military,837,2189
Lockr,250000,operating,USA,1,Food and Beverage,0,1093
Lockstream,15000000,acquired,USA,1,Privacy and Security,0,6207
Loco2,1631007,operating,Other,5,Travel and Tourism,1124,3560
Locomizer,237433,operating,Other,2,Other,202,1062
LocoMobi,9000000,operating,USA,2,Mobile,579,2189
LocoMotive Labs,565002,operating,USA,1,Gaming,0,1277
Locondo.jp,10800000,operating,Other,2,Commerce and Shopping,480,1895
Locqus,2000000,operating,USA,1,Transportation,0,973
locr,2559510,operating,Other,2,Internet Services,507,3401
Loctronix,1000000,operating,USA,1,Software,0,3650
Locu,4600000,acquired,USA,2,Software,229,1824
Locus Labs,300000,operating,Other,1,Other,0,1603
Locus Pharmaceuticals,1683875,operating,USA,1,Biotechnology,0,6572
LocusLabs,575850,operating,USA,1,Internet Services,0,728
Lodestone Social Media,100000,operating,USA,1,Media and Entertainment,0,1308
Lodgeo,3272251,operating,Other,1,Travel and Tourism,0,1093
Lodo Software,5132114,operating,USA,6,Software,1289,2920
Loffles,662440,operating,USA,2,Advertising,156,2189
LOFTY,2250000,operating,USA,3,Commerce and Shopping,92,1154
LOG607,600000,acquired,Other,2,Travel and Tourism,38,3165
Logan,25000,operating,Other,1,Advertising,0,1824
Logentries,11100000,operating,USA,3,Other,1337,1977
LogFire,8250000,operating,USA,1,Software,0,3285
LoggedIn,2000,operating,Other,1,Professional Services,0,1054
Loggly,43300000,operating,USA,6,Software,1698,2342
Logi-Serve,1050000,operating,USA,1,Software,0,2554
Logia Group,2500000,closed,Other,1,Mobile,0,4381
LogiAnalytics.com,47999999,operating,USA,5,Other,2136,5842
LOGIC DEVICES,250000,operating,USA,1,Advertising,0,1918
Logic Nation,1050000,operating,USA,2,Internet Services,314,1824
Logical Apps,14000000,operating,USA,1,Software,0,5842
Logical Choice Technologies,5000000,operating,USA,1,Education,0,8033
Logical Therapeutics,49437580,operating,USA,2,Biotechnology,296,4015
Logicalware,546467,operating,Other,1,Software,0,4746
Logicbroker,1600000,operating,USA,1,Internet Services,0,6572
LogicLadder,275000,operating,Other,1,Manufacturing,0,1704
LogicLoop,15604,operating,Other,1,Software,0,1977
LogicMonitor,7999999,operating,USA,2,Software,1729,2920
LogicNets,3000000,operating,USA,1,Manufacturing,0,4381
LogicStream Health,150000,operating,USA,1,Health Care,0,1093
LogicTree,7038704,operating,USA,3,Transportation,1687,6937
Logicworks,7600000,operating,USA,1,Software,0,8367
LOGIDOC-Solutions,1020560,operating,Other,1,Software,0,2615
LoginRadius,1300000,operating,Other,1,Community and Lifestyle,0,1459
Loginza,1000000,acquired,Other,1,Internet Services,0,1790
LogLogic,8800000,acquired,USA,2,Privacy and Security,480,5111
Logly,1200000,operating,Other,1,Advertising,0,710
LogMeIn,30000000,operating,Other,3,Software,1150,4746
LogoGarden,6050000,operating,USA,4,Software,966,1643
LogoGrab,1010000,operating,Other,4,Mobile,681,1202
logolineup,325000,closed,Other,1,Commerce and Shopping,0,1762
LogoneX,200000,operating,Other,1,Software,0,2504
Logopro,148775,acquired,Other,1,Design,0,2130
Logovers,11500,operating,Other,1,Financial Services,0,364
Logoworks,9300000,operating,USA,1,Design,0,5842
"Logrado, Inc.",120000,acquired,USA,1,Education,0,1608
LogRhythm,76250948,operating,Other,6,Software,2083,4746
logtrust,2998269,operating,Other,1,Software,0,1704
LoiLo,1262354,operating,Other,3,Software,1314,3193
Lokalite,400000,operating,USA,2,Community and Lifestyle,152,2053
Lokmart,42000,operating,Other,1,Commerce and Shopping,0,1182
Lokofoto,64500,operating,Other,1,Content and Publishing,0,1191
Loksys Solutions,787126,operating,Other,1,Privacy and Security,0,2920
Loku,2100000,closed,USA,1,Internet Services,0,2069
Loladex,350000,operating,USA,1,Internet Services,0,3226
Lolapps,4000000,acquired,USA,1,Gaming,0,2920
Lolay,50000,operating,USA,1,Mobile,0,2189
Lolly Wolly Doodle,22952986,operating,USA,2,Commerce and Shopping,546,2554
Lombardi Software,7950000,acquired,USA,1,Professional Services,0,6207
Londons Holiday Apartments,163890,operating,Other,1,Real Estate,0,1612
Lonely Sock,500000,operating,Other,1,Gaming,0,1734
Lonestar Heart,47118258,operating,USA,5,Biotechnology,1870,2189
Long Tail,20000,operating,Other,1,Mobile,0,3650
Longaccess,279251,operating,Other,2,Internet Services,252,890
Longboard Media,6000000,acquired,USA,1,Advertising,0,2608
Longevity Biotech,520000,operating,USA,2,Biotechnology,380,2189
Longfan Media,20000000,operating,Other,1,Content and Publishing,0,6937
LongShine Technology,1208424,operating,Other,1,Software,0,7303
Longxun Changtian Technology,8500000,operating,Other,2,Software,1280,5111
Lono,410000,operating,USA,2,Real Estate,177,912
Loogares.Com,65000,operating,Other,2,Travel and Tourism,76,1475
Loogla,40000,operating,USA,1,Education,0,2554
Lookback,2200000,operating,Other,1,Mobile,0,1093
LookBooker,375000,operating,Other,1,Administrative Services,0,669
LOOKCAST,500000,operating,USA,1,Internet Services,0,1459
Looker,18000000,operating,USA,2,Other,160,1824
Lookery,3150000,acquired,USA,2,Advertising,210,3073
Lookingglass Cyber Solutions,12652679,operating,USA,3,Privacy and Security,618,3650
Looklet,1500000,operating,Other,1,Clothing and Apparel,0,2554
Lookmash,160000,operating,Other,1,Commerce and Shopping,0,1673
LookMedBook,1000000,operating,Other,1,Health Care,0,857
Lookout,131000000,operating,USA,7,Privacy and Security,1981,3285
LookSharp (powering InternMatch),7808503,operating,USA,6,Education,965,2403
LOOKSIMA,500000,operating,USA,1,Clothing and Apparel,0,1338
LookStat,500000,closed,USA,1,Commerce and Shopping,0,2920
LookTracker,50000,operating,USA,1,Information Technology,0,1093
LookUP,185000,operating,Other,2,Internet Services,984,1475
Lookwider,76000,operating,Other,1,Mobile,0,1573
Loom,1400000,acquired,USA,1,Real Estate,0,817
Loomia,7500000,operating,USA,3,Internet Services,1582,4381
Looop Online,2000000,operating,Other,1,Education,0,477
Loop App,450000,operating,USA,1,Mobile,0,1186
Loop Commerce,13200000,operating,USA,3,Commerce and Shopping,397,1459
Loop Trolley,25000000,operating,USA,1,Transportation,0,6937
Loop88,539000,operating,USA,2,Advertising,684,1371
Loopback,600000,operating,USA,1,Other,0,2554
Loopd,1000000,operating,USA,1,Software,0,855
LoopFuse,1400000,acquired,USA,1,Advertising,0,3285
LoopMe,3500000,operating,Other,2,Advertising,433,1520
LoopNet,50000000,acquired,USA,1,Internet Services,0,7668
Loopool,17000,operating,USA,1,Manufacturing,0,1459
LoopPay,13000000,operating,USA,3,Mobile,263,1093
Loopport,250000,operating,USA,1,Media and Entertainment,0,1459
Loopster,125000,operating,Other,1,Content and Publishing,0,2189
Loopt,39105997,acquired,USA,5,Community and Lifestyle,1797,4015
Loosecubes,9030000,closed,USA,2,Internet Services,886,2189
LooseHead Software,500000,closed,USA,1,Mobile,0,4266
Loot!,1050000,operating,Other,3,Sales and Marketing,373,1459
Lootsie,1250000,operating,Other,2,Advertising,257,1269
LootWorks,100000,operating,USA,1,Gaming,0,2189
Looxii,97500,closed,USA,1,Software,0,2415
LoraxAg,4500000,closed,USA,1,Information Technology,0,2221
Lore,12123837,acquired,USA,4,Education,340,1765
Lorena Gaxiola,1500000,operating,USA,1,Commerce and Shopping,0,1093
LoSo,700000,operating,USA,1,Advertising,0,1977
Losonoco,5000000,operating,USA,1,Information Technology,0,3262
Lost My Name,837165,operating,Other,1,Content and Publishing,0,1459
Lost Property Heaven,405528,closed,Other,1,Internet Services,0,2189
Lot18,44500000,operating,USA,5,Health Care,672,2189
Lot78,825000,operating,Other,1,Clothing and Apparel,0,2920
Lotame,50989765,operating,USA,5,Other,2233,3650
Lotaris,9500000,operating,Other,1,Consumer Electronics,0,2920
LotLinx,2500000,operating,USA,1,Advertising,0,1459
Loto Labs,225889,operating,USA,1,Consumer Electronics,0,608
Lotour.com,4545454,operating,Other,1,Travel and Tourism,0,4015
Lotsa Helping Hands,1270189,operating,USA,2,Sales and Marketing,823,4015
Lottay,675000,closed,Other,2,Commerce and Shopping,116,2860
Lotus Tissue Repair,26000000,operating,USA,1,Biotechnology,0,1644
Loud Mountain,750000,operating,USA,1,Professional Services,0,2495
Loud3r,3529175,closed,USA,2,Internet Services,206,3042
Loudcaster,53000,closed,USA,2,Content and Publishing,212,2342
LoudCell Technologies,1000000,operating,USA,1,Software,0,397
LoudClick,600000,operating,USA,1,Advertising,0,3469
LoudCloud Systems,10999990,operating,USA,2,Other,860,2158
Loudeye,46400000,operating,Other,1,Internet Services,0,3438
Loudr,600000,operating,USA,2,Media and Entertainment,457,1055
Louisville Solutions Incorporated,656250,operating,USA,1,Software,0,1730
Love & Robots,376605,operating,Other,1,Information Technology,0,1134
Love Home Swap,4136359,operating,Other,3,Internet Services,608,1551
Love With Food,2095000,operating,USA,3,Commerce and Shopping,983,1459
LoveByte,240000,operating,Other,1,Mobile,0,1149
Loved.la,100000,operating,Other,1,Internet Services,0,1124
LoveIt,6000000,operating,USA,1,Internet Services,0,1301
Lovejuice,8928808,operating,Other,2,Health Care,415,4746
LoveLab.com,500000,operating,USA,1,Community and Lifestyle,0,638
Loveland Surgery Center,355398,operating,USA,1,Health Care,0,1093
Loveland Technologies,781000,operating,USA,1,Software,0,463
LoveLive.TV,2700000,operating,Other,1,Content and Publishing,0,2920
Lovelogica,100000,operating,Other,1,Biotechnology,0,909
LoveLula,374546,operating,Other,1,Commerce and Shopping,0,2585
Lovely,4500000,acquired,USA,3,Real Estate,574,1765
lovemeshare.me,40000,operating,Other,1,Commerce and Shopping,0,1459
Lover.ly,4970000,operating,USA,5,Commerce and Shopping,1227,1453
LoveSpace,2698918,operating,Other,1,Other,0,1824
Lovestruck.com,465000,operating,Other,1,Community and Lifestyle,0,3485
LoveSurf,200000,operating,USA,1,Commerce and Shopping,0,1124
Lovethelook,282019,operating,Other,2,Commerce and Shopping,325,994
LOVEThESIGN,1788830,operating,Other,2,Commerce and Shopping,303,1185
LoveThis,1995326,operating,Other,1,Community and Lifestyle,0,2189
Lovli,717888,operating,Other,1,Commerce and Shopping,0,1093
Lowdownapp Ltd,653911,operating,Other,3,Mobile,234,887
Loxam Holding,86928000,operating,Other,1,Commerce and Shopping,0,1642
Loxo Oncology,57000000,operating,USA,2,Biotechnology,215,1093
Loxysoft Group,3500000,operating,Other,1,Information Technology,0,5476
LOYAL3,50723650,operating,USA,3,Financial Services,443,2920
LoyalBlocks,18878570,operating,USA,3,Mobile,598,1824
Loyalize,3000000,acquired,USA,1,Community and Lifestyle,0,2189
Loyalty Lab,11000000,acquired,USA,3,Software,1864,4746
LoyaltyLion,388852,operating,Other,2,Other,597,1215
Loyalzoo,343992,operating,Other,1,Sales and Marketing,0,941
Loylty Rewardz Management,4400000,operating,Other,1,Advertising,0,1549
LP Amina,34400000,operating,USA,3,Energy,1863,3285
LPATH,29912221,operating,USA,3,Biotechnology,1406,1855
LQ3 Pharmaceuticals,10000000,operating,USA,1,Biotechnology,0,1093
LRN,30000000,operating,USA,2,Information Technology,2335,5837
LS9,75000000,acquired,USA,4,Biotechnology,1390,4015
